"","EcoRegion.Domain","Terrain","Incident.Type","Age","Group.Type","Weight..Kg.","Height..Cm.","Build","Physical.Fitness","Mental.Fitness","Experience","Equipment","Personality","Total.hours","Temp.H","Temp.L","Snow","Rain","Subject.Status","Super.Category","Group"
"3385","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3386","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3387","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3388","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES",NA
"3389","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3390","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3391","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3392","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3393","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES",NA
"3394","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3395","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3396","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"3397","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3398","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3399","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3400","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3401","TEMPERATE","FLAT","SEARCH",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"3402","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3403","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3404","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3405","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3406","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3407","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3408","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3409","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3410","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"3411","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES",NA
"3412","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3413","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3414","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3415","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3416","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3417","TEMPERATE","MOUNTAINOUS","SEARCH",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3418","TEMPERATE","WATER","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3419","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3420","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3421","TEMPERATE","FLAT","SEARCH",11,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"3422","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3423","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3424","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3425","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3426","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3427","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3428","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR",NA
"3429","TEMPERATE","WATER","SEARCH",NA,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3430","TEMPERATE","WATER","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3431","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3432","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3433","TEMPERATE","WATER","WATER",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","WATER",NA
"3434","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3435","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3436","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3437","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES",NA
"3438","TEMPERATE","WATER","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3439","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT",NA
"3440","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3441","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3442","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3443","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3444","TEMPERATE","MOUNTAINOUS","SEARCH",12,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"3445","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3446","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"3447","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3448","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3449","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3450","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3451","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3452","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3453","TEMPERATE","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3454","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3455","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3456","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3457","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3458","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3459","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3460","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3461","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3462","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3463","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","YES"
"3464","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3465","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3466","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","YES"
"3467","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"3468","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"3469","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3470","TEMPERATE","FLAT","SEARCH",NA,NA,NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","YES"
"3471","TEMPERATE","FLAT","SEARCH",NA,"F",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT",NA
"3472","TEMPERATE","FLAT","SEARCH",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"3473","DRY","FLAT","SEARCH",40,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3474","DRY","FLAT","SEARCH",75,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3475","DRY","MOUNTAINOUS","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725,5.825,NA,NA,"ALIVE","CHILD",NA
"3476","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","YES"
"3477","DRY","FLAT","SEARCH",63,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3478","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3479","DRY","MOUNTAINOUS","SEARCH",33,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3480","DRY","FLAT","SEARCH",51,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3481","DRY","WATER","WATER",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","WATER",NA
"3482","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","YES"
"3483","DRY","FLAT","SEARCH",5,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"3484","DRY","FLAT","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3485","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3486","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3487","DRY","FLAT","SEARCH",83,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3488","DRY","FLAT","SEARCH",25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,19.875,NA,NA,"ALIVE","OUTDOOR",NA
"3489","DRY","FLAT","SEARCH",46,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3490","DRY","FLAT","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3491","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3492","DRY","WATER","WATER",40,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","WATER",NA
"3493","DRY","FLAT","SEARCH",NA,"FF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"3494","DRY","FLAT","WATER",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","CHILD",NA
"3495","DRY","FLAT","SEARCH",84,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3496","DRY","FLAT","SEARCH",16,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3497","DRY","WATER","WATER",54,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"3498","DRY","WATER","WATER",35,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.833,13.733,NA,NA,"ALIVE","WATER",NA
"3499","DRY","WATER","WATER",8.47,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.833,13.733,NA,NA,"ALIVE","CHILD","YES"
"3500","DRY","FLAT","SEARCH",59,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3501","DRY","FLAT","SEARCH",21,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3502","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3503","DRY","FLAT",NA,44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,27.2,NA,NA,"DOA",NA,NA
"3504","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3505","DRY","FLAT","SEARCH",18,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3506","DRY","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,24.025,NA,NA,"ALIVE","OUTDOOR",NA
"3507","DRY","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,24.025,NA,NA,"ALIVE","OUTDOOR",NA
"3508","DRY","FLAT","SEARCH",26,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3509","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3510","DRY","FLAT","WATER",7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"3511","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3512","DRY","FLAT","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3513","DRY","FLAT","SEARCH",6,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"3514","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3515","DRY","FLAT","SEARCH",23,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3516","DRY","FLAT","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3517","DRY","FLAT","SEARCH",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3518","DRY","FLAT","SEARCH",43,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,32.8,16.7,NA,NA,"ALIVE","DESPONDENT",NA
"3519","DRY","FLAT","SEARCH",34,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3520","DRY","FLAT","SEARCH",77,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.98,7.44,NA,NA,"ALIVE","OUTDOOR",NA
"3521","DRY","FLAT","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3522","DRY","FLAT","SEARCH",72,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3523","DRY","FLAT","WATER",3,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3524","DRY","WATER","WATER",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,17.75,NA,NA,"ALIVE","WATER","YES"
"3525","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3526","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.167,7.967,NA,NA,"ALIVE","OUTDOOR","YES"
"3527","DRY","FLAT","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3528","DRY","MOUNTAINOUS","SEARCH",46,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3529","DRY","FLAT","SEARCH",27,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3530","DRY","FLAT","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3531","DRY","FLAT","SEARCH",35,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3532","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3533","DRY","FLAT","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.525,6.65,NA,NA,"ALIVE","OUTDOOR","YES"
"3534","DRY","FLAT","SEARCH",18,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"3535","DRY","FLAT","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"3536","DRY","FLAT","SEARCH",50,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"3537","DRY","FLAT","SEARCH",25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.433,10.2,NA,NA,"ALIVE","VEHICLE",NA
"3538","DRY","FLAT","SEARCH",65,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3539","DRY","FLAT","SEARCH",60,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.95,8.6,NA,NA,"ALIVE","OUTDOOR",NA
"3540","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"3541","DRY","FLAT","SEARCH",32,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"3542","DRY","FLAT","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
